iter	RMSE
429	0.01724859253
430	0.01724383773
431	0.0172427789
432	0.0172415188
433	0.01723285354
434	0.01722383516
435	0.01722286594
436	0.01721754604
437	0.01721662099
438	0.01721158193
439	0.01720814586
440	0.01719053507
441	0.0171895509
442	0.01717866816
443	0.01717505184
444	0.01717408461
445	0.0171666893
446	0.01716562983
447	0.01716463694
448	0.01713107292
449	0.01712464988
450	0.01712364681
451	0.01711992195
452	0.01711894394
453	0.01710540245
454	0.01710012138
455	0.01709885834
456	0.01708745658
457	0.01708028226
458	0.01707933191
459	0.01705991751
460	0.0170590045
461	0.01704253659
462	0.01704176454
463	0.01703629008
464	0.0170351499
465	0.01703426431
466	0.01702449454
467	0.01702359683
468	0.01700816524
469	0.01700319935
470	0.0170024501
471	0.01699672951
472	0.01699205236
473	0.01698592744
474	0.01697261266
475	0.01695563654
476	0.01695479813
477	0.01694248032
478	0.01694161478
479	0.01694076536
480	0.01693003369
481	0.01691914573
482	0.01691112401
483	0.01689269145
484	0.01688463379
485	0.01686777382
486	0.0168607924
487	0.01685656324
488	0.01685584105
489	0.01685083845
490	0.01685004839
491	0.01684925229
492	0.01683488779
493	0.01682442656
494	0.01682383851
495	0.016807528
496	0.01680683472
497	0.01679622723
498	0.01677905894
499	0.01677026889
500	0.01676867519
501	0.01675697464
502	0.01675223346
503	0.01674299049
504	0.01673396101
505	0.01673105755
506	0.01673053667
507	0.01672339953
508	0.01671481748
509	0.0167050461
510	0.01670490411
511	0.01669517247
512	0.01669456386
513	0.01667687217
514	0.0166730466
515	0.01667228587
516	0.01666720012
517	0.01665871311
518	0.01665280059
519	0.01664822535
520	0.01664335727
521	0.01663948156
522	0.0166309827
523	0.01662644563
524	0.01662289872
525	0.01661469918
526	0.01660513357
527	0.01659855115
528	0.01659785578
529	0.01659146747
530	0.01657924534
531	0.01657443423
532	0.01656002164
533	0.01655539962
534	0.01655527944
535	0.01654937138
536	0.01654179154
537	0.01653041643
538	0.01652347038
539	0.01651922347
540	0.01651023237
541	0.01649319939
542	0.01649145951
543	0.01649134819
544	0.01648094104
545	0.01648033941
546	0.01647988043
547	0.01647379819
548	0.01646552442
549	0.01645207547
550	0.01645161854
551	0.0164436209
552	0.01644076451
553	0.01643795387
554	0.01642691456
555	0.01641432167
556	0.01641080832
557	0.01639779472
558	0.01639410644
559	0.01638678076
560	0.01638633416
561	0.01638362108
562	0.01637556681
563	0.01637135194
564	0.01636705298
565	0.01636259884
566	0.01635835665
567	0.01635390735
568	0.01635346709
569	0.01634810159
570	0.01634799652
571	0.0163438745
572	0.01633315885
573	0.0163293799
574	0.01632501715
575	0.01631312056
576	0.01630885599
577	0.01629695289
578	0.01629650008
579	0.01628708849
580	0.01628460457
581	0.01628196705
582	0.01627412283
583	0.01627402542
584	0.01626988407
585	0.01625931568
586	0.01625648241
587	0.01625639122
588	0.01624338076
589	0.0162345798
590	0.01623414276
591	0.01623342695
592	0.01622835185
593	0.01622461353
594	0.01622017874
595	0.01620993102
596	0.01620983777
597	0.01620747524
598	0.01620378164
599	0.01619223715
600	0.01618402001
601	0.01618117311
602	0.01616865173
603	0.0161671313
604	0.0161589802
605	0.01615835457
606	0.01615411742
607	0.01615400315
608	0.01614816782
609	0.0161446848
610	0.01614080924
611	0.01613568585
612	0.01612382598
613	0.01612185833
614	0.01612144542
615	0.01610990096
616	0.01610191179
617	0.01609819819
618	0.01609319417
619	0.01608646911
620	0.01608380741
621	0.01608371889
622	0.0160830608
623	0.01607968255
624	0.01607927464
625	0.01604796478
626	0.0160472795
627	0.01604563703
628	0.01604112863
629	0.01602999396
630	0.01602527447
631	0.01601452847
632	0.0160114632
633	0.01600502913
634	0.01600178124
635	0.01599152056
636	0.01599092147
637	0.01598746391
638	0.01598088014
639	0.0159705771
640	0.01596669421
641	0.01596607023
642	0.01596599287
643	0.01595606782
644	0.01595566767
645	0.01595318159
646	0.01595310596
647	0.01595303091
648	0.01591907913
649	0.0159190045
650	0.01591346954
651	0.01590619444
652	0.01590376729
653	0.01590314565
654	0.01590273634
655	0.01590037446
656	0.01589997701
657	0.01589953517
658	0.01589608244
659	0.01589281315
660	0.0158910712
661	0.01586208026
662	0.01585890859
663	0.01585850542
664	0.0158569476
665	0.01585003641
666	0.01584996592
667	0.0158402124
668	0.01583981978
669	0.01583010825
670	0.01582858694
671	0.01582817209
672	0.01582716127
673	0.01581882026
674	0.01581733097
675	0.01579922147
676	0.01579733836
677	0.01579069359
678	0.01578134648
679	0.01578127803
680	0.01577911479
681	0.01576990948
682	0.01576984191
683	0.01576654965
684	0.01576332797
685	0.0157543281
686	0.01573642818
687	0.01572712489
688	0.01569987059
689	0.01569650143
690	0.01569377329
691	0.01569232166
692	0.01569023678
693	0.01569017103
694	0.0156881152
695	0.01567781299
696	0.01567649611
697	0.01567319908
698	0.01566865587
699	0.0156685913
700	0.01566479877
701	0.01566225143
702	0.01563598881
703	0.01563457315
704	0.01562593053
705	0.01562420882
706	0.01561559448
707	0.01560715805
708	0.01559487221
709	0.01558437372
710	0.01558069658
711	0.01557242549
712	0.01557109141
713	0.01556967947
714	0.01554295214
715	0.01554257968
716	0.01554127997
717	0.01553999331
718	0.01553969377
719	0.01553200165
720	0.01553073485
721	0.01553067158
722	0.01552455609
723	0.01552331064
724	0.01551837237
725	0.01551204227
726	0.01550967055
727	0.01548538016
728	0.01547742222
729	0.01547268015
730	0.01546940033
731	0.01546371129
732	0.01545390814
733	0.01545231639
734	0.01544768004
735	0.01544647771
736	0.01543885445
737	0.01541561889
738	0.01541308162
739	0.01540358677
740	0.01539360677
741	0.01537167921
742	0.01536470254
743	0.01535728298
744	0.0153572239
745	0.01534996767
746	0.01534174752
747	0.01533580435
748	0.01533333549
749	0.01533091325
750	0.01533085799
751	0.01532777068
752	0.01532108299
753	0.01531555424
754	0.01530853771
755	0.01530273487
756	0.01530267825
757	0.01529523964
758	0.01529518393
759	0.01528737405
760	0.01527457755
761	0.01526509983
762	0.01526504432
763	0.01526498931
764	0.01525373491
765	0.01523651619
766	0.01523646133
767	0.01523349725
768	0.0152168737
769	0.01520799126
770	0.01519585204
771	0.01518822764
772	0.01518817353
773	0.01517216478
774	0.01516392066
775	0.01515729044
776	0.01514838231
777	0.01513876919
778	0.01513123758
779	0.01511593551
780	0.01510729788
781	0.01510501003
782	0.01508419999
783	0.0150700095
784	0.01505558058
785	0.01504893621
786	0.01503923307
787	0.01503918004
788	0.01503912735
789	0.015039075
790	0.01503300651
791	0.01502406415
792	0.01502401217
793	0.01502396058
794	0.0150180133
795	0.01501796198
796	0.01500963379
797	0.01500112796
798	0.01498731577
799	0.01497710574
